Date,Open,High,Low,Close,Volume,Price Change,Moving Average 7,Moving Average 14
1981-01-02,0.1540179997682571,0.1551340073347091,0.1540179997682571,0.1540179997682571,21660800,0.001673996448516818,0.15218428628785266,0.13719699957541054
1981-01-05,0.1512279957532882,0.1512279957532882,0.1506700068712234,0.1506700068712234,35728000,-0.003347992897033719,0.15401785927159442,0.1387914291449955
1981-01-06,0.1445309966802597,0.1445309966802597,0.1439729928970337,0.1439729928970337,45158400,-0.006697013974189703,0.15385842961924415,0.1403857858053275
1981-01-07,0.1383929997682571,0.1383929997682571,0.1378349959850311,0.1378349959850311,55686400,-0.006137996912002591,0.1509088575839996,0.14217949977942873
1981-01-08,0.1356029957532882,0.1356029957532882,0.1350450068712234,0.1350450068712234,39827200,-0.002789989113807706,0.1472418584993907,0.1435746433479445
1981-01-09,0.1422989964485168,0.1428570002317428,0.1422989964485168,0.1422989964485168,21504000,0.007253989577293396,0.14516914316586083,0.14524871430226732
1981-01-12,0.1422989964485168,0.1422989964485168,0.141183003783226,0.141183003783226,23699200,-0.001115992665290777,0.1435747146606445,0.14632492938211983
1981-01-13,0.1367190033197403,0.1367190033197403,0.1361609995365142,0.1361609995365142,23049600,-0.005022004246711814,0.14102371462753835,0.14660400045769553
1981-01-14,0.1367190033197403,0.1372770071029663,0.1367190033197403,0.1367190033197403,14291200,0.0005580037832260965,0.13903071412018364,0.14652428669588904
1981-01-15,0.1395090073347091,0.140625,0.1395090073347091,0.1395090073347091,14067200,0.0027900040149688166,0.1383930018969944,0.14612571575811928
1981-01-16,0.1389510035514831,0.1389510035514831,0.1383929997682571,0.1383929997682571,13395200,-0.0011160075664519986,0.13847271672316955,0.14469078715358458
1981-01-19,0.1467629969120025,0.1473210006952285,0.1467629969120025,0.1467629969120025,41574400,0.008369997143745395,0.14014671530042372,0.1436942868999072
1981-01-20,0.1428570002317428,0.1428570002317428,0.1422989964485168,0.1422989964485168,30083200,-0.004464000463485718,0.14014671530042372,0.14265792923314227
1981-01-21,0.1450890004634857,0.1462049931287765,0.1450890004634857,0.1450890004634857,15904000,0.0027900040149689,0.1407047148261751,0.1421397147434098
1981-01-22,0.1467629969120025,0.1478790044784546,0.1467629969120025,0.1467629969120025,35548800,0.001673996448516818,0.1422192858798163,0.14162150025367734
1981-01-23,0.1467629969120025,0.1473210006952285,0.1462049931287765,0.1462049931287765,11222400,-0.0005580037832260132,0.14357442728110717,0.14130257070064542
1981-01-26,0.1445309966802597,0.1445309966802597,0.1439729928970337,0.1439729928970337,24640000,-0.0022320002317428034,0.14421213950429637,0.14130257070064542
1981-01-27,0.1439729928970337,0.1439729928970337,0.1428570002317428,0.1428570002317428,23699200,-0.001115992665290888,0.14484985385622293,0.14166128528969624
