"","Date","Open","High","Low","Close","Volume","Moving.Average.7","Moving.Average.14"
"14",1981-01-02,0.154017999768257,0.155134007334709,0.154017999768257,0.154017999768257,21660800,0.152184286287853,0.137196999575411
"15",1981-01-05,0.151227995753288,0.151227995753288,0.150670006871223,0.150670006871223,35728000,0.154017859271594,0.138791429144996
"16",1981-01-06,0.14453099668026,0.14453099668026,0.143972992897034,0.143972992897034,45158400,0.153858429619244,0.140385785805328
"17",1981-01-07,0.138392999768257,0.138392999768257,0.137834995985031,0.137834995985031,55686400,0.150908857584,0.142179499779429
"18",1981-01-08,0.135602995753288,0.135602995753288,0.135045006871223,0.135045006871223,39827200,0.147241858499391,0.143574643347945
"19",1981-01-09,0.142298996448517,0.142857000231743,0.142298996448517,0.142298996448517,21504000,0.145169143165861,0.145248714302267
"20",1981-01-12,0.142298996448517,0.142298996448517,0.141183003783226,0.141183003783226,23699200,0.143574714660645,0.14632492938212
"21",1981-01-13,0.13671900331974,0.13671900331974,0.136160999536514,0.136160999536514,23049600,0.141023714627538,0.146604000457696
"22",1981-01-14,0.13671900331974,0.137277007102966,0.13671900331974,0.13671900331974,14291200,0.139030714120184,0.146524286695889
"23",1981-01-15,0.139509007334709,0.140625,0.139509007334709,0.139509007334709,14067200,0.138393001896994,0.146125715758119
"24",1981-01-16,0.138951003551483,0.138951003551483,0.138392999768257,0.138392999768257,13395200,0.13847271672317,0.144690787153585
"25",1981-01-19,0.146762996912003,0.147321000695229,0.146762996912003,0.146762996912003,41574400,0.140146715300424,0.143694286899907
"26",1981-01-20,0.142857000231743,0.142857000231743,0.142298996448517,0.142298996448517,30083200,0.140146715300424,0.142657929233142
"27",1981-01-21,0.145089000463486,0.146204993128777,0.145089000463486,0.145089000463486,15904000,0.140704714826175,0.14213971474341
"28",1981-01-22,0.146762996912003,0.147879004478455,0.146762996912003,0.146762996912003,35548800,0.142219285879816,0.141621500253677
"29",1981-01-23,0.146762996912003,0.147321000695229,0.146204993128777,0.146204993128777,11222400,0.143574427281107,0.141302570700645
"30",1981-01-26,0.14453099668026,0.14453099668026,0.143972992897034,0.143972992897034,24640000,0.144212139504296,0.141302570700645
"31",1981-01-27,0.143972992897034,0.143972992897034,0.142857000231743,0.142857000231743,23699200,0.144849853856223,0.141661285289696
"32",1981-01-28,0.138951003551483,0.138951003551483,0.138392999768257,0.138392999768257,28156800,0.143654139978545,0.141900427639484
"33",1981-01-29,0.133928999304771,0.133928999304771,0.133370995521545,0.133370995521545,43904000,0.142378711274692,0.141262713287558
"34",1981-01-30,0.127232000231743,0.127232000231743,0.126115992665291,0.126115992665291,46188800,0.139668281589236,0.140186498207705
"35",1981-02-02,0.119419999420643,0.119419999420643,0.118862003087997,0.118862003087997,23766400,0.135682425328663,0.13895085560424
"36",1981-02-03,0.123326003551483,0.123883999884129,0.123326003551483,0.123326003551483,19152000,0.132413998246193,0.13799421276365
"37",1981-02-04,0.127790004014969,0.128347992897034,0.127790004014969,0.127790004014969,27865600,0.130102142691612,0.137157141097954
"38",1981-02-05,0.127790004014969,0.12890599668026,0.127790004014969,0.127790004014969,7929600,0.127949714660645,0.136399784258434
"39",1981-02-06,0.128347992897034,0.12890599668026,0.128347992897034,0.128347992897034,13865600,0.126514713679041,0.135084426828793
"40",1981-02-09,0.122767999768257,0.122767999768257,0.121651999652386,0.121651999652386,16755200,0.124840571412018,0.133609641343355
"41",1981-02-10,0.121651999652386,0.122210003435612,0.121651999652386,0.121651999652386,18345600,0.12420285812446,0.131935569856848
"42",1981-02-11,0.118303999304771,0.118303999304771,0.117746002972126,0.117746002972126,13843200,0.124043429536479,0.129862927432571
"43",1981-02-12,0.1171879991889,0.1171879991889,0.116628997027874,0.116628997027874,14560000,0.12308671431882,0.127750356282507
"44",1981-02-13,0.114955000579357,0.114955000579357,0.113839000463486,0.113839000463486,11155200,0.121093713811466,0.125597928251539
"45",1981-02-17,0.116628997027874,0.1171879991889,0.116628997027874,0.116628997027874,12275200,0.119499284241881,0.123724499451263
"46",1981-02-18,0.121651999652386,0.122767999768257,0.121651999652386,0.121651999652386,19241600,0.11854271377836,0.1225287137287
"47",1981-02-19,0.114955000579357,0.114955000579357,0.114396996796131,0.114396996796131,22310400,0.117506284798895,0.121173428105456
"48",1981-02-20,0.108817003667355,0.108817003667355,0.108258999884129,0.108258999884129,24371200,0.115592999117715,0.119897928621088
"49",1981-02-23,0.109932996332645,0.110491000115871,0.109932996332645,0.109932996332645,14112000,0.114476855312075,0.119260142424277
"50",1981-02-24,0.107142999768257,0.107142999768257,0.106026999652386,0.106026999652386,16979200,0.112962284258434,0.118024499288627
"51",1981-02-25,0.112723000347614,0.11328099668026,0.112723000347614,0.112723000347614,19488000,0.112802855670452,0.116948284740959
"52",1981-02-26,0.114396996796131,0.114955000579357,0.114396996796131,0.114396996796131,10841600,0.112483998494489,0.115991641368185
"53",1981-02-27,0.118303999304771,0.119419999420643,0.118303999304771,0.118303999304771,14761600,0.112005712730544,0.115274213254452
"54",1981-03-02,0.118862003087997,0.119419999420643,0.118862003087997,0.118862003087997,11760000,0.112643570772239,0.115074927785567
"55",1981-03-03,0.117746002972126,0.117746002972126,0.1171879991889,0.1171879991889,16172800,0.113919142101492,0.114756070609604
"56",1981-03-04,0.116628997027874,0.116628997027874,0.116071000695229,0.116071000695229,13708800,0.114795999867576,0.114636427589825
"57",1981-03-05,0.116071000695229,0.116071000695229,0.115512996912003,0.115512996912003,5376000,0.116151142333235,0.114556713295834
"58",1981-03-06,0.115512996912003,0.115512996912003,0.114396996796131,0.114396996796131,11603200,0.116390284683023,0.114596570176738
"59",1981-03-09,0.106026999652386,0.106026999652386,0.10546900331974,0.10546900331974,15321600,0.115114857043539,0.113799427769014
"60",1981-03-10,0.101003997027874,0.101003997027874,0.100446000695229,0.100446000695229,28380800,0.112563714385033,0.112284713557788
"61",1981-03-11,0.0976559966802597,0.0976559966802597,0.0965399965643883,0.0965399965643883,29859200,0.109374856310231,0.111009213541235
"62",1981-03-12,0.100446000695229,0.101003997027874,0.100446000695229,0.100446000695229,59248000,0.106983142239707,0.1104511421706
"63",1981-03-13,0.0998879969120026,0.0998879969120026,0.0993300005793571,0.0993300005793571,231302400,0.104591570794582,0.109693785331079
"64",1981-03-16,0.103237003087997,0.104353003203869,0.103237003087997,0.103237003087997,37228800,0.102837857391153,0.109494499862194
"65",1981-03-17,0.108258999884129,0.109375,0.108258999884129,0.108258999884129,43747200,0.101961000689438,0.109175642686231
"66",1981-03-18,0.114955000579357,0.116071000695229,0.114955000579357,0.114955000579357,36937600,0.103316143155098,0.109215500099318
"67",1981-03-19,0.114396996796131,0.114396996796131,0.113839000463486,0.113839000463486,37811200,0.105229428836278,0.108896571610655
"68",1981-03-20,0.114955000579357,0.116071000695229,0.114955000579357,0.114955000579357,14604800,0.107860143695559,0.108617500002895
"69",1981-03-23,0.119419999420643,0.120535999536514,0.119419999420643,0.119419999420643,22019200,0.110570714942047,0.108776928590877
"70",1981-03-24,0.119419999420643,0.119419999420643,0.118862003087997,0.118862003087997,28156800,0.113361001014709,0.108976285904646
"71",1981-03-25,0.117746002972126,0.117746002972126,0.116628997027874,0.116628997027874,7056000,0.11527414300612,0.109056000198637
"72",1981-03-26,0.114955000579357,0.114955000579357,0.114396996796131,0.114396996796131,12275200,0.116150999707835,0.109056000198637
"73",1981-03-27,0.111048996448517,0.111048996448517,0.110491000115871,0.110491000115871,12252800,0.115513285355909,0.109414714255503
"74",1981-03-30,0.110491000115871,0.111607000231743,0.110491000115871,0.110491000115871,9900800,0.115034999591964,0.110132214214121
"75",1981-03-31,0.110491000115871,0.110491000115871,0.109375,0.109375,15993600,0.114237856652055,0.111049000173807
"76",1981-04-01,0.108817003667355,0.108817003667355,0.108258999884129,0.108258999884129,34070400,0.112643428146839,0.111607071544443
"77",1981-04-02,0.117746002972126,0.118303999304771,0.117746002972126,0.117746002972126,31404800,0.112483999558858,0.112922500286783
"78",1981-04-03,0.118303999304771,0.118862003087997,0.118303999304771,0.118303999304771,16486400,0.112723285598414,0.113998714302267
"79",1981-04-06,0.116628997027874,0.116628997027874,0.116071000695229,0.116071000695229,22803200,0.112962429012571,0.114556714360203
"80",1981-04-07,0.115512996912003,0.115512996912003,0.114955000579357,0.114955000579357,10684800,0.113600143364498,0.114556714360203
"81",1981-04-08,0.120535999536514,0.121651999652386,0.120535999536514,0.120535999536514,21952000,0.115035143281732,0.115035071436848
"82",1981-04-09,0.122767999768257,0.123326003551483,0.122767999768257,0.122767999768257,12499200,0.116948428962912,0.115593142807484
"83",1981-04-10,0.124442003667355,0.125,0.124442003667355,0.124442003667355,33465600,0.11926028664623,0.115951857396535
"84",1981-04-13,0.124442003667355,0.125,0.124442003667355,0.124442003667355,16060800,0.12021685817412,0.116350428866489
"85",1981-04-14,0.124442003667355,0.125,0.124442003667355,0.124442003667355,6652800,0.121093715940203,0.116908500769309
"86",1981-04-15,0.118862003087997,0.118862003087997,0.118303999304771,0.118303999304771,34048000,0.121412715741566,0.117187572377069
"87",1981-04-16,0.112164996564388,0.112164996564388,0.111607000231743,0.111607000231743,23878400,0.120934429977621,0.117267286671059
"88",1981-04-20,0.114955000579357,0.115512996912003,0.114955000579357,0.114955000579357,35347200,0.120137144412313,0.117586143847023
"89",1981-04-21,0.122767999768257,0.123326003551483,0.122767999768257,0.122767999768257,28537600,0.120137144412313,0.118542786687613
"90",1981-04-22,0.127232000231743,0.127790004014969,0.127232000231743,0.127232000231743,18995200,0.120535715350083,0.119898000998156
"91",1981-04-23,0.130579993128777,0.131137996912003,0.130579993128777,0.130579993128777,58016000,0.121412570987429,0.120814714580774
"92",1981-04-24,0.130579993128777,0.130579993128777,0.129464000463486,0.129464000463486,35056000,0.122129999101162,0.121611857520682
"93",1981-04-27,0.12890599668026,0.12890599668026,0.128347992897034,0.128347992897034,38528000,0.123564855328628,0.122488785535097
"94",1981-04-28,0.126673996448517,0.126673996448517,0.126115992665291,0.126115992665291,32188800,0.125637568533421,0.123285999255521
"95",1981-04-29,0.125,0.125,0.124442003667355,0.124442003667355,13641600,0.126992854688849,0.123564999550581
"96",1981-04-30,0.126673996448517,0.127790004014969,0.126673996448517,0.126673996448517,12611200,0.1275508542146,0.123843999313457
"97",1981-05-01,0.126673996448517,0.127790004014969,0.126673996448517,0.126673996448517,16553600,0.127471139388425,0.124003427369254
"98",1981-05-04,0.126673996448517,0.126673996448517,0.126115992665291,0.126115992665291,14448000,0.126833425036498,0.124122998011964
"99",1981-05-05,0.126115992665291,0.126115992665291,0.125558003783226,0.125558003783226,17539200,0.126275425510747,0.124202712305955
"100",1981-05-06,0.122767999768257,0.122767999768257,0.122210003435612,0.122210003435612,18950400,0.125398569873401,0.124481712601015
"101",1981-05-07,0.123883999884129,0.124442003667355,0.123883999884129,0.123883999884129,9363200,0.125079713761806,0.125358641147614
"102",1981-05-08,0.125,0.125558003783226,0.125,0.125,7907200,0.125159427523613,0.126076141106231
"103",1981-05-11,0.122767999768257,0.122767999768257,0.122210003435612,0.122210003435612,11939200,0.124521714236055,0.126036284225328
"104",1981-05-12,0.122210003435612,0.123883999884129,0.122210003435612,0.122210003435612,4256000,0.123884000948497,0.125677570168461
"105",1981-05-13,0.122210003435612,0.123326003551483,0.121651999652386,0.121651999652386,4905600,0.123246287660939,0.125039856348719
"106",1981-05-14,0.12109400331974,0.12109400331974,0.119978003203869,0.119978003203869,4928000,0.122449144721031,0.124362285115889
"107",1981-05-15,0.122767999768257,0.124442003667355,0.122767999768257,0.122767999768257,4905600,0.122528858482838,0.123963714178119
"108",1981-05-18,0.125,0.126115992665291,0.125,0.125,4166400,0.122688287070819,0.123884000416313
"109",1981-05-19,0.123326003551483,0.123326003551483,0.122767999768257,0.122767999768257,25424000,0.122369429894856,0.123764428709235
"110",1981-05-20,0.126673996448517,0.127790004014969,0.126673996448517,0.126673996448517,13283200,0.123007143182414,0.123764428709235
"111",1981-05-21,0.133928999304771,0.134487003087997,0.133928999304771,0.133928999304771,32211200,0.124681285449437,0.124282643198967
"112",1981-05-22,0.140066996216774,0.141183003783226,0.140066996216774,0.140066996216774,31427200,0.127311999244349,0.125279143452644
"113",1981-05-26,0.140066996216774,0.140066996216774,0.139509007334709,0.139509007334709,85344000,0.130102142691612,0.126275643706322
"114",1981-05-27,0.147321000695229,0.147879004478455,0.147321000695229,0.147321000695229,149497600,0.133609714252608,0.128069286367723
"115",1981-05-28,0.147321000695229,0.147879004478455,0.147321000695229,0.147321000695229,73987200,0.136798428637641,0.12974335785423
"116",1981-05-29,0.147879004478455,0.148438006639481,0.147879004478455,0.147879004478455,59382400,0.140385715024812,0.131377572459834
"117",1981-06-01,0.147879004478455,0.148438006639481,0.147879004478455,0.147879004478455,51251200,0.143415001886232,0.133211072534323
"118",1981-06-02,0.141183003783226,0.141183003783226,0.140625,0.140625,40432000,0.144371573414121,0.134526429431779
"119",1981-06-03,0.140625,0.141740992665291,0.140625,0.140625,39446400,0.144451288240296,0.135881643742323
"120",1981-06-04,0.143415004014969,0.143972992897034,0.143415004014969,0.143415004014969,56067200,0.145009287766048,0.13755571522883
"121",1981-06-05,0.141740992665291,0.141740992665291,0.141183003783226,0.141183003783226,57680000,0.144132431064333,0.138871072658471
"122",1981-06-08,0.13671900331974,0.13671900331974,0.136160999536514,0.136160999536514,93497600,0.142538145184517,0.139668286911079
"123",1981-06-09,0.138951003551483,0.139509007334709,0.138951003551483,0.138951003551483,119593600,0.141262716480664,0.140824215752738
"124",1981-06-10,0.140625,0.142298996448517,0.140625,0.140625,25222400,0.140226430126599,0.141820716006415
"125",1981-06-11,0.146762996912003,0.147321000695229,0.146762996912003,0.146762996912003,38976000,0.141103286828314,0.142737430121217
"126",1981-06-12,0.145647004246712,0.145647004246712,0.145089000463486,0.145089000463486,25804800,0.14174100118024,0.143096144710268
"127",1981-06-15,0.145089000463486,0.145089000463486,0.14453099668026,0.14453099668026,143763200,0.141900428703853,0.14345485823495
"128",1981-06-16,0.142298996448517,0.142298996448517,0.141740992665291,0.141740992665291,37251200,0.141980141401291,0.143056286232812
"129",1981-06-17,0.140066996216774,0.140066996216774,0.139509007334709,0.139509007334709,27574400,0.142458428229604,0.142498286707061
"130",1981-06-18,0.139509007334709,0.140066996216774,0.138951003551483,0.138951003551483,23049600,0.142458428229604,0.141860572355134
"131",1981-06-19,0.135602995753288,0.135602995753288,0.135045006871223,0.135045006871223,27507200,0.141661286354065,0.140943858240332
"132",1981-06-22,0.130579993128777,0.130579993128777,0.130022004246712,0.130022004246712,10841600,0.139269715973309,0.140186501400811
"133",1981-06-23,0.132254004478455,0.133370995521545,0.132254004478455,0.132254004478455,15030400,0.137436145118305,0.139588573149272
"134",1981-06-24,0.130022004246712,0.130022004246712,0.12890599668026,0.12890599668026,23027200,0.135204002261162,0.138552215482507
"135",1981-06-25,0.131696000695229,0.132254004478455,0.131696000695229,0.131696000695229,24259200,0.133769003408296,0.137874572404793
"136",1981-06-26,0.131137996912003,0.131137996912003,0.130022004246712,0.130022004246712,23788800,0.132413717252868,0.137436072741236
"137",1981-06-29,0.126673996448517,0.126673996448517,0.125558003783226,0.125558003783226,10595200,0.130500431571688,0.136479429900646
"138",1981-06-30,0.116628997027874,0.116628997027874,0.116071000695229,0.116071000695229,35907200,0.127789859260832,0.134725572807448
"139",1981-07-01,0.115512996912003,0.115512996912003,0.114955000579357,0.114955000579357,170464000,0.125637430165495,0.132453573069402
"140",1981-07-02,0.114955000579357,0.115512996912003,0.114955000579357,0.114955000579357,30284800,0.123166143894196,0.13030114450625
"141",1981-07-06,0.112164996564388,0.112164996564388,0.111048996448517,0.111048996448517,16531200,0.120615143861089,0.127909573061126
"142",1981-07-07,0.112164996564388,0.11328099668026,0.112164996564388,0.112164996564388,15836800,0.117825000413827,0.125797001911061
"143",1981-07-08,0.116628997027874,0.1171879991889,0.116628997027874,0.116628997027874,16620800,0.115911713668278,0.124162715460573
"144",1981-07-09,0.108258999884129,0.108258999884129,0.107701003551483,0.107701003551483,32883200,0.113360713635172,0.12193057260343
"145",1981-07-10,0.0998879969120026,0.0998879969120026,0.0993300005793571,0.0993300005793571,55171200,0.110969142190048,0.11937950072544
"146",1981-07-13,0.1015629991889,0.102121002972126,0.1015629991889,0.1015629991889,45740800,0.109055999134268,0.117346714649882
"147",1981-07-14,0.106026999652386,0.107142999768257,0.106026999652386,0.106026999652386,19779200,0.107780570430415,0.115473357162305
"148",1981-07-15,0.108817003667355,0.109375,0.108817003667355,0.108817003667355,10953600,0.10746171431882,0.114038429089955
"149",1981-07-16,0.111607000231743,0.112723000347614,0.111607000231743,0.111607000231743,15232000,0.107382000557014,0.11260350048542
"150",1981-07-17,0.115512996912003,0.116071000695229,0.115512996912003,0.115512996912003,19824000,0.107222571969032,0.111567142818655
"151",1981-07-20,0.108258999884129,0.108258999884129,0.107701003551483,0.107701003551483,23654400,0.107222571969032,0.110291642802102
"152",1981-07-21,0.107701003551483,0.107701003551483,0.107142999768257,0.107142999768257,31942400,0.108338714710304,0.109653928450176
"153",1981-07-22,0.102121002972126,0.102121002972126,0.101003997027874,0.101003997027874,22668800,0.108258857258729,0.108657428196498
"154",1981-07-23,0.103794999420643,0.104353003203869,0.103794999420643,0.103794999420643,34451200,0.107940000082765,0.10786028525659
"155",1981-07-24,0.107142999768257,0.107701003551483,0.107142999768257,0.107142999768257,28851200,0.107700856668609,0.107581285493714
"156",1981-07-27,0.111607000231743,0.112164996564388,0.111607000231743,0.111607000231743,17337600,0.107700856668609,0.107541428612811
"157",1981-07-28,0.108258999884129,0.108258999884129,0.107701003551483,0.107701003551483,22848000,0.106584857617106,0.106903714793069
"158",1981-07-29,0.106585003435612,0.106585003435612,0.106026999652386,0.106026999652386,15500800,0.106345714202949,0.106784143085991
"159",1981-07-30,0.109932996332645,0.111048996448517,0.109932996332645,0.109932996332645,9900800,0.106744285140719,0.107541499925511
"160",1981-07-31,0.111607000231743,0.112164996564388,0.111607000231743,0.111607000231743,10953600,0.108258999884129,0.108258928571429
"161",1981-08-03,0.111607000231743,0.111607000231743,0.110491000115871,0.110491000115871,12432000,0.109215571412018,0.108577785747392
"162",1981-08-04,0.112164996564388,0.112723000347614,0.112164996564388,0.112164996564388,31673600,0.109932999525751,0.10881692809718
"163",1981-08-05,0.115512996912003,0.116071000695229,0.115512996912003,0.115512996912003,17494400,0.110490999051503,0.109095927860056
"164",1981-08-06,0.11328099668026,0.11328099668026,0.112723000347614,0.112723000347614,10528000,0.111208427165236,0.108896642391171
"165",1981-08-07,0.112723000347614,0.11328099668026,0.112723000347614,0.112723000347614,9206400,0.112164998693126,0.109255356448037
"166",1981-08-10,0.112723000347614,0.112723000347614,0.112723000347614,0.112723000347614,0,0.112563570695264,0.109653927917991
"167",1981-08-11,0.110491000115871,0.110491000115871,0.109375,0.109375,71456000,0.112244713519301,0.110251856701715
"168",1981-08-12,0.107701003551483,0.107701003551483,0.107142999768257,0.107142999768257,26275200,0.111766427755356,0.110490999583687
"169",1981-08-13,0.104353003203869,0.104353003203869,0.103794999420643,0.103794999420643,27484800,0.110570713877678,0.110251856701715
